Country,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density,Cluster
Russia,2002,August,Friday,Afternoon,Urban,Main Road,Clear,391.7281879,2,102,18-25,Male,0.03655258,0,Poor,0,0,Moderate,8,4,41.85416746,2282.852505,Dry,Drunk Driving,7,32246.75162,64281.48595,South America,4175.794871,2
USA,2016,October,Saturday,Morning,Urban,Highway,Foggy,402.9141596,1,84,<18,Male,0.040099826,1,Poor,2,0,Moderate,12,1,44.59989515,4843.892815,Dry,Drunk Driving,0,9033.555514,50064.85904,Australia,2624.264715,4
UK,2007,March,Saturday,Afternoon,Rural,Street,Windy,55.36008833,2,64,<18,Female,0.076045833,1,Good,2,0,Severe,6,0,52.08106371,8639.862756,Wet,Mechanical Failure,6,35555.07756,1060.219964,North America,249.2617176,0
USA,2002,February,Thursday,Evening,Rural,Main Road,Windy,89.4726317,3,65,41-60,Female,0.244303552,1,Poor,2,0,Severe,1,4,14.48845472,8132.443902,Snow-covered,Distracted Driving,3,42369.14285,4440.298096,North America,1026.248764,3
Germany,2009,December,Saturday,Afternoon,Urban,Highway,Windy,205.4121386,2,114,18-25,Male,0.044442066,0,Moderate,1,0,Minor,0,2,16.56406009,5554.466822,Snow-covered,Drunk Driving,5,737.633183,16856.30801,Australia,4323.917949,1
Japan,2008,January,Saturday,Night,Urban,Street,Foggy,209.6089072,3,79,<18,Male,0.095616501,1,Poor,2,0,Severe,10,4,29.67321206,4967.525344,Wet,Distracted Driving,5,1821.780508,99263.06179,Asia,86.99894826,1
UK,2002,July,Wednesday,Afternoon,Urban,Highway,Foggy,423.5681475,4,90,41-60,Male,0.069136555,1,Poor,2,1,Minor,12,0,54.85732921,3404.124792,Snow-covered,Weather,7,24366.54525,66877.10647,North America,4127.638197,4
UK,2021,August,Saturday,Morning,Rural,Highway,Rainy,363.2359641,4,46,61+,Male,0.008248033,1,Good,2,0,Severe,1,2,33.95419888,940.0869253,Dry,Weather,1,21967.77182,64336.23665,Asia,2230.842406,1
Germany,2024,May,Sunday,Afternoon,Rural,Main Road,Snowy,387.2645825,4,40,26-40,Male,0.087450807,1,Moderate,1,0,Severe,17,0,5.23760402,839.1086007,Icy,Drunk Driving,7,6794.677676,38964.84563,Asia,2609.696101,4
Russia,2010,June,Friday,Night,Rural,Main Road,Rainy,62.11522631,1,108,61+,Male,0.229654745,1,Poor,1,0,Moderate,8,2,12.08124992,5096.228969,Icy,Speeding,5,31283.85098,83140.55048,Australia,185.5080245,2
Germany,2013,September,Sunday,Morning,Urban,Highway,Snowy,325.2767565,2,96,61+,Male,0.194254625,1,Moderate,1,0,Minor,17,0,52.7089348,2605.590944,Wet,Distracted Driving,3,15654.77733,69295.77191,Europe,3036.331967,4
Russia,2009,January,Monday,Evening,Rural,Main Road,Windy,303.4954773,4,60,41-60,Male,0.118805873,1,Moderate,0,2,Minor,19,1,33.62482212,3961.500248,Snow-covered,Drunk Driving,1,5969.756115,12468.22644,Asia,4268.571835,4
Brazil,2021,May,Sunday,Evening,Urban,Street,Foggy,294.5871032,3,89,41-60,Female,0.018000716,0,Moderate,1,1,Severe,14,2,9.198850423,2592.247794,Snow-covered,Distracted Driving,8,39660.01909,25557.29323,South America,283.0319228,2
Australia,2023,January,Thursday,Morning,Rural,Highway,Snowy,186.5048231,1,91,18-25,Female,0.181019721,1,Poor,2,1,Minor,18,1,22.02920908,1835.899093,Snow-covered,Drunk Driving,7,48079.49652,21917.65155,South America,3893.363919,2
Russia,2022,June,Sunday,Evening,Urban,Highway,Snowy,365.7250701,3,74,26-40,Female,0.193204231,1,Poor,2,2,Moderate,5,3,28.30180277,5195.016639,Snow-covered,Weather,4,3079.063712,42085.81038,North America,3885.819361,1
Germany,2013,January,Thursday,Morning,Rural,Main Road,Clear,151.4582806,3,52,41-60,Female,0.168071104,1,Poor,1,2,Minor,2,2,34.81063233,4934.037132,Icy,Weather,8,20053.33993,18797.48939,Europe,3720.39722,1
China,2015,December,Monday,Afternoon,Urban,Main Road,Clear,470.020625,3,112,26-40,Female,0.11662385,0,Moderate,0,0,Minor,9,3,48.04117236,7213.714073,Snow-covered,Distracted Driving,0,1121.162296,59735.6802,South America,2878.593271,1
Brazil,2014,April,Monday,Evening,Urban,Street,Clear,128.7932811,1,77,26-40,Male,0.041893405,0,Good,0,1,Moderate,17,1,19.85291942,9011.362508,Icy,Speeding,1,22913.87437,62614.01415,Australia,2233.679062,4
UK,2018,October,Sunday,Afternoon,Rural,Street,Clear,174.5280413,4,38,41-60,Female,0.234743893,1,Good,0,0,Minor,4,0,22.11899752,1024.211278,Wet,Mechanical Failure,4,6084.193254,5864.343184,South America,3820.631207,1
Germany,2011,September,Tuesday,Morning,Rural,Street,Snowy,175.9083784,1,65,<18,Female,0.125861389,1,Moderate,2,0,Moderate,5,0,17.98765547,4298.151155,Dry,Distracted Driving,0,34357.99216,65611.94451,Asia,579.1417249,0
Japan,2008,May,Sunday,Evening,Urban,Main Road,Foggy,229.122005,1,107,<18,Female,0.164809371,1,Moderate,0,0,Minor,9,1,27.49727922,3652.526611,Wet,Drunk Driving,6,37982.79074,59370.23628,Australia,4234.536507,2
Brazil,2019,February,Saturday,Afternoon,Urban,Highway,Rainy,297.6457209,4,96,26-40,Male,0.156834833,1,Moderate,0,2,Moderate,7,4,49.29287846,5829.74745,Wet,Weather,0,20209.42545,49553.15927,North America,2095.773038,3
UK,2000,September,Wednesday,Morning,Urban,Highway,Rainy,305.8581823,4,102,61+,Male,0.069978261,1,Poor,0,0,Severe,1,3,39.65283849,3670.713308,Snow-covered,Weather,3,16844.10406,35398.65102,South America,4482.599796,1
UK,2019,June,Monday,Night,Rural,Street,Rainy,427.4236655,4,81,26-40,Female,0.198149917,1,Good,0,0,Moderate,11,2,29.10048035,9742.389,Snow-covered,Drunk Driving,0,10819.13168,15518.12367,North America,3542.8137,3
Russia,2017,March,Sunday,Afternoon,Rural,Highway,Foggy,121.3360546,4,56,<18,Male,0.230258147,0,Good,1,0,Severe,10,0,5.639408622,8202.813299,Icy,Distracted Driving,9,26840.5015,56013.45091,Asia,1519.920237,0
USA,2006,August,Tuesday,Night,Rural,Highway,Snowy,55.5464515,2,80,18-25,Male,0.190659186,0,Good,0,2,Minor,6,4,47.78698309,4256.671456,Icy,Mechanical Failure,8,22606.50008,47341.66736,Europe,1423.389026,1
Australia,2023,April,Wednesday,Evening,Rural,Highway,Windy,143.0096825,3,59,<18,Male,0.001770613,1,Poor,0,0,Moderate,10,2,42.83910694,7252.970257,Dry,Drunk Driving,6,14248.95573,60864.56176,Europe,4901.822333,4
Japan,2003,May,Sunday,Evening,Urban,Main Road,Clear,132.5126566,2,47,18-25,Female,0.127127355,1,Good,2,2,Minor,6,4,38.07474565,7965.091545,Snow-covered,Distracted Driving,8,20495.73039,10889.94423,North America,1552.417257,3
Brazil,2007,August,Monday,Afternoon,Urban,Street,Foggy,220.8851873,3,70,61+,Female,0.136108113,1,Poor,0,0,Severe,6,1,26.05536294,7971.7144,Dry,Drunk Driving,3,49156.26894,82977.02998,Asia,4612.902017,0
Brazil,2015,May,Tuesday,Afternoon,Urban,Main Road,Windy,208.0254511,1,111,26-40,Male,0.229289921,0,Moderate,0,1,Minor,11,4,38.08038242,6852.148897,Wet,Drunk Driving,6,31141.37842,64233.81452,North America,490.2793006,3
India,2022,October,Sunday,Night,Rural,Main Road,Foggy,369.8236398,3,66,61+,Male,0.177321024,0,Poor,2,0,Severe,12,1,22.53936127,3659.44405,Wet,Distracted Driving,3,22329.70216,2238.056134,Asia,1628.263213,4
Russia,2019,March,Tuesday,Evening,Rural,Highway,Windy,286.4377133,1,111,61+,Female,0.013427973,0,Moderate,1,1,Severe,2,1,23.14119987,5210.173916,Dry,Drunk Driving,8,45481.45029,76197.00533,Australia,4740.061475,0
India,2023,May,Friday,Evening,Rural,Street,Clear,476.594679,3,95,<18,Male,0.078722864,0,Poor,2,1,Moderate,11,1,28.96737601,2365.194367,Wet,Mechanical Failure,8,8221.111766,20941.91467,North America,3256.327032,4
UK,2017,December,Monday,Evening,Rural,Street,Foggy,212.3800514,2,77,41-60,Female,0.098437653,1,Poor,1,1,Moderate,13,2,16.09892223,1629.477476,Wet,Drunk Driving,8,19678.99458,25102.52291,South America,1596.812016,1
Australia,2019,December,Sunday,Afternoon,Urban,Main Road,Rainy,406.6841252,2,104,18-25,Male,0.12620936,1,Good,1,2,Minor,11,4,47.81191257,6311.394954,Dry,Drunk Driving,9,21349.40517,22927.83545,Europe,3966.822429,3
Canada,2012,April,Monday,Morning,Rural,Main Road,Clear,165.2659589,1,65,26-40,Female,0.080902583,1,Poor,1,2,Moderate,7,1,11.2774107,8510.435023,Dry,Speeding,5,24887.95337,98794.60209,South America,1134.743269,0
UK,2018,April,Sunday,Afternoon,Urban,Main Road,Windy,65.72376076,1,113,<18,Male,0.139931173,1,Poor,0,2,Minor,2,2,14.84867594,367.5067437,Snow-covered,Weather,9,23160.33564,95625.90884,Asia,49.94107148,1
China,2016,February,Saturday,Morning,Urban,Main Road,Rainy,164.0072306,2,52,61+,Female,0.215257653,0,Good,1,1,Severe,0,4,9.051736455,2992.342663,Icy,Mechanical Failure,1,15454.38531,34616.34121,South America,2511.037727,1
Japan,2013,December,Thursday,Evening,Urban,Street,Foggy,429.2745669,2,102,26-40,Female,0.121747632,1,Good,0,1,Severe,17,1,12.13861133,2422.275373,Icy,Distracted Driving,5,26229.02894,77496.15577,South America,3343.836816,4
Germany,2014,October,Tuesday,Evening,Urban,Street,Rainy,332.6899029,4,92,<18,Female,0.013423846,0,Moderate,0,0,Severe,0,0,17.29695366,1960.836105,Dry,Distracted Driving,3,49773.78513,66488.21652,South America,914.8544475,2
Brazil,2003,August,Sunday,Night,Urban,Main Road,Foggy,266.9095561,2,56,41-60,Male,0.221733589,0,Good,2,2,Severe,15,3,8.823838314,6750.035341,Icy,Mechanical Failure,9,3923.731156,95605.6586,Asia,3687.98865,4
China,2014,April,Sunday,Morning,Urban,Highway,Foggy,456.8756387,2,101,26-40,Male,0.075638117,0,Good,2,1,Minor,9,0,50.23013971,5484.137675,Snow-covered,Weather,9,29428.29463,90581.84623,North America,3843.104088,0
Australia,2002,May,Thursday,Evening,Rural,Main Road,Snowy,409.7446384,3,89,18-25,Male,0.161859557,1,Poor,2,2,Moderate,4,3,28.49918622,6844.754929,Icy,Distracted Driving,9,11272.54187,10292.32902,North America,126.2176032,1
Russia,2005,June,Monday,Morning,Rural,Main Road,Foggy,464.8731261,3,88,41-60,Male,0.134386593,1,Good,1,0,Severe,14,0,16.2031654,2119.167956,Snow-covered,Distracted Driving,2,41629.83854,95508.28147,Europe,2903.610513,2
China,2001,April,Thursday,Evening,Urban,Highway,Clear,447.6142374,4,112,<18,Female,0.103462036,0,Good,2,2,Minor,6,0,33.08854631,8272.50932,Dry,Speeding,8,41879.52847,50095.05492,Australia,4524.606745,0
Russia,2004,July,Sunday,Morning,Urban,Street,Rainy,487.1423784,3,117,61+,Male,0.06071271,0,Good,0,0,Minor,19,2,36.39141496,5589.45257,Dry,Speeding,3,15744.43757,81528.44546,North America,482.2407357,4
India,2002,May,Wednesday,Afternoon,Urban,Main Road,Foggy,332.7773598,3,112,18-25,Female,0.161441683,0,Poor,0,2,Minor,9,0,46.83277404,8935.541102,Snow-covered,Drunk Driving,3,4086.7612,77799.507,North America,817.9106828,4
USA,2016,July,Monday,Evening,Urban,Highway,Rainy,255.2884165,3,46,26-40,Male,0.022305676,0,Good,1,2,Minor,0,3,45.60863034,1741.334653,Dry,Mechanical Failure,3,47276.26408,56168.55236,Australia,1627.930738,2
USA,2021,October,Friday,Evening,Rural,Main Road,Clear,351.2896884,2,110,61+,Female,0.222466841,0,Moderate,0,1,Moderate,5,2,38.38717284,3963.42204,Dry,Drunk Driving,7,15595.02385,22970.77994,South America,1126.432769,1
Australia,2002,December,Friday,Afternoon,Rural,Street,Snowy,141.5157065,1,61,61+,Male,0.228155317,0,Poor,2,0,Minor,0,0,13.47522281,7474.254657,Icy,Speeding,4,3714.471032,55208.74759,Asia,3192.687934,0
Russia,2016,January,Wednesday,Night,Rural,Street,Snowy,476.0731315,1,82,26-40,Male,0.087150774,1,Moderate,1,0,Moderate,3,1,43.55429465,768.8910335,Snow-covered,Mechanical Failure,8,44376.52435,84562.2695,Europe,2379.436326,2
Canada,2015,March,Thursday,Morning,Rural,Street,Windy,179.979258,2,46,61+,Male,0.071459678,0,Good,1,0,Severe,5,2,40.83879568,2047.683642,Snow-covered,Speeding,2,49857.84985,21999.73629,Australia,276.5820559,2
Russia,2021,November,Friday,Evening,Urban,Street,Windy,362.9130275,1,90,26-40,Female,0.006469818,1,Moderate,2,2,Moderate,6,2,34.6932533,7825.60637,Dry,Mechanical Failure,0,33958.85148,91529.86569,Europe,1311.602951,0
Japan,2016,May,Thursday,Night,Urban,Main Road,Clear,124.0078938,2,119,18-25,Male,0.076286186,1,Good,1,1,Moderate,11,2,23.72212854,3936.831219,Dry,Mechanical Failure,1,24535.84339,53637.45644,Asia,1912.692597,2
Germany,2021,February,Monday,Morning,Rural,Main Road,Windy,480.511088,1,46,41-60,Male,0.060117502,1,Good,1,1,Minor,17,2,22.7010725,2188.701959,Wet,Mechanical Failure,8,43379.2771,88901.13841,North America,1378.21251,2
Brazil,2021,August,Monday,Afternoon,Urban,Highway,Clear,319.4051691,1,52,41-60,Female,0.099778815,1,Moderate,2,2,Minor,12,2,33.81611155,5611.273772,Wet,Mechanical Failure,7,45988.16377,85321.47256,North America,1556.097221,2
Brazil,2014,March,Thursday,Night,Rural,Street,Foggy,383.4780503,3,118,41-60,Male,0.194636128,0,Poor,2,2,Severe,5,1,58.68626214,322.5424221,Dry,Drunk Driving,5,22403.65701,21914.51961,North America,2967.884284,1
India,2014,March,Wednesday,Night,Urban,Street,Rainy,98.25479554,1,113,61+,Female,0.205599891,1,Good,2,2,Minor,6,0,39.27771997,4511.22735,Dry,Speeding,0,32973.7808,82295.41515,Australia,1350.577638,0
Germany,2014,January,Sunday,Afternoon,Urban,Main Road,Rainy,177.3164985,2,116,18-25,Male,0.041179299,0,Poor,2,0,Moderate,14,2,34.98986326,2876.415948,Icy,Mechanical Failure,1,29637.50905,25534.5097,Europe,3971.557542,2
India,2004,December,Wednesday,Night,Urban,Street,Snowy,304.8623777,3,94,61+,Female,0.045166406,0,Good,2,0,Moderate,3,3,34.28208071,2517.700818,Icy,Speeding,1,36576.78961,81706.83409,Australia,1297.728387,2
UK,2011,September,Tuesday,Afternoon,Urban,Street,Foggy,484.919336,2,113,41-60,Male,0.214390597,0,Poor,1,2,Minor,8,2,35.52449221,5168.294878,Wet,Speeding,2,27331.36178,37192.32005,South America,2345.832236,0
Canada,2014,September,Friday,Evening,Urban,Highway,Snowy,344.9946532,1,75,18-25,Female,0.095389938,0,Moderate,2,0,Moderate,9,0,35.52739989,5461.567233,Snow-covered,Mechanical Failure,3,22257.57678,25726.35367,North America,1863.820974,0
Germany,2010,December,Thursday,Night,Urban,Highway,Foggy,435.9416993,3,116,41-60,Male,0.140977401,0,Good,0,0,Severe,15,1,14.03217348,5981.527857,Wet,Weather,1,49822.35076,93194.20563,Europe,4676.90142,2
China,2017,July,Friday,Evening,Rural,Main Road,Foggy,56.78715078,1,88,61+,Male,0.2449714,1,Moderate,1,0,Severe,7,0,11.59686668,7078.372005,Wet,Distracted Driving,8,23867.84903,49841.05209,Europe,2854.732613,0
USA,2004,December,Monday,Afternoon,Urban,Street,Clear,323.833491,4,119,41-60,Male,0.136970556,1,Good,0,2,Moderate,14,4,57.24124244,5984.487244,Wet,Mechanical Failure,5,31449.73103,69443.9691,Asia,3936.899178,3
Australia,2003,September,Sunday,Morning,Rural,Highway,Snowy,471.720226,1,73,41-60,Male,0.177159399,0,Good,1,0,Moderate,15,3,28.12276823,4115.49037,Wet,Distracted Driving,0,23357.01519,65527.43723,South America,1252.922774,3
Russia,2008,July,Friday,Night,Urban,Main Road,Clear,153.2855042,4,35,41-60,Female,0.192408258,0,Poor,0,2,Minor,12,3,37.33853689,5913.847025,Snow-covered,Mechanical Failure,3,15332.04465,66898.35436,Europe,3741.379403,3
UK,2004,September,Thursday,Evening,Urban,Street,Foggy,122.4467197,2,60,18-25,Female,0.086710396,1,Good,1,2,Severe,17,3,57.39343628,4467.992678,Dry,Weather,3,10886.31106,29554.49721,Asia,1360.926056,4
India,2010,October,Friday,Night,Rural,Main Road,Rainy,485.8475086,2,108,<18,Female,0.044971162,0,Good,0,2,Minor,5,1,13.69320598,6959.157876,Dry,Speeding,1,25400.35457,52819.27974,South America,1300.916377,0
Germany,2000,March,Saturday,Night,Rural,Street,Windy,148.1681281,4,56,18-25,Female,0.044628056,1,Good,1,0,Moderate,17,4,37.54665808,5918.553293,Dry,Weather,8,7455.60993,90801.75222,Europe,634.8404262,3
India,2002,February,Saturday,Afternoon,Urban,Highway,Clear,154.814211,2,88,41-60,Female,0.148432098,0,Moderate,2,1,Minor,14,3,8.772033514,8542.081594,Wet,Weather,0,41728.78751,6286.176743,South America,4337.839344,3
Brazil,2001,August,Saturday,Evening,Urban,Street,Windy,446.0194236,3,96,41-60,Male,0.038177186,1,Good,1,1,Minor,17,0,44.14560847,6843.911179,Icy,Distracted Driving,5,25286.18073,1175.352078,South America,1639.746747,4
Brazil,2013,July,Thursday,Morning,Rural,Main Road,Foggy,308.1138001,2,104,<18,Male,0.12976321,1,Moderate,0,1,Moderate,12,3,24.98712799,6913.481864,Snow-covered,Mechanical Failure,1,43588.69122,65713.72832,Australia,3373.211228,3
Germany,2018,November,Sunday,Afternoon,Urban,Main Road,Rainy,60.76474364,3,101,61+,Female,0.074975238,1,Good,0,1,Minor,2,4,7.913765354,5624.399008,Dry,Speeding,9,41299.3025,57652.95282,South America,4742.378935,3
Russia,2001,June,Wednesday,Evening,Urban,Street,Rainy,72.95197552,1,112,18-25,Female,0.076944356,1,Good,1,2,Severe,8,4,45.68983544,1619.542749,Wet,Drunk Driving,2,18391.23138,50461.15937,North America,1916.037384,1
Japan,2004,June,Sunday,Morning,Urban,Main Road,Foggy,146.2060102,4,96,61+,Male,0.249505214,1,Good,2,1,Severe,13,0,33.20170317,959.6559429,Wet,Distracted Driving,0,12381.53939,37950.05152,Australia,1034.362786,4
Australia,2015,August,Monday,Afternoon,Urban,Street,Snowy,454.1496163,2,56,18-25,Male,0.115983108,0,Moderate,2,2,Moderate,7,0,11.39871584,9427.106773,Dry,Mechanical Failure,6,25409.21245,22888.01205,North America,1848.894527,0
Brazil,2013,September,Saturday,Morning,Urban,Main Road,Windy,127.8939697,1,57,26-40,Male,0.032443968,0,Moderate,1,1,Severe,6,1,46.81134726,5256.681656,Snow-covered,Drunk Driving,9,46338.80304,45553.31626,Asia,2328.014106,0
Canada,2019,February,Saturday,Afternoon,Urban,Main Road,Rainy,235.6718124,3,54,41-60,Male,0.230699719,1,Good,2,1,Severe,11,3,34.79649064,8832.206616,Snow-covered,Speeding,8,38139.91122,82457.80426,Australia,3815.167649,3
UK,2007,May,Saturday,Evening,Urban,Main Road,Snowy,488.3736054,4,111,<18,Female,0.158824285,0,Poor,2,1,Severe,8,1,14.3906112,6122.646804,Dry,Speeding,4,5781.996591,69432.51023,Asia,1897.256953,4
UK,2005,November,Sunday,Evening,Urban,Main Road,Clear,349.2746363,1,107,61+,Female,0.016915121,1,Good,2,2,Moderate,11,2,37.20574301,9183.562129,Snow-covered,Speeding,7,38710.45063,1105.214503,Europe,3132.422463,3
Japan,2001,July,Tuesday,Evening,Urban,Main Road,Windy,330.9103031,3,90,41-60,Male,0.19485402,1,Good,2,1,Moderate,5,0,51.10139927,4635.022343,Snow-covered,Mechanical Failure,6,18082.7585,16048.56093,South America,1104.847993,0
Canada,2010,June,Wednesday,Morning,Rural,Main Road,Snowy,253.3298521,4,88,18-25,Male,0.24918968,0,Good,1,2,Severe,11,0,40.66018883,2271.379807,Icy,Weather,7,17601.74987,62574.03125,Asia,3921.079339,4
Germany,2003,June,Monday,Evening,Rural,Main Road,Windy,476.8749295,4,34,<18,Female,0.235774146,0,Moderate,1,2,Moderate,12,4,8.026244648,9661.932361,Icy,Speeding,6,38137.8534,25884.47115,South America,539.2046316,3
China,2019,November,Saturday,Evening,Rural,Street,Windy,328.850752,4,107,61+,Male,0.114197535,1,Good,0,0,Moderate,17,1,48.42513456,7455.750904,Snow-covered,Weather,9,42762.00981,40266.56802,Asia,1214.374782,4
India,2024,November,Tuesday,Evening,Urban,Main Road,Foggy,173.5200347,3,109,<18,Female,0.197747196,0,Poor,0,2,Severe,5,3,23.66860038,5863.527838,Icy,Distracted Driving,2,2293.89837,57250.79956,South America,1635.663536,1
UK,2008,August,Monday,Night,Rural,Highway,Clear,402.2962736,3,49,18-25,Female,0.155475141,0,Moderate,2,0,Minor,12,3,35.91792811,4054.609247,Icy,Weather,7,15869.93297,76280.27149,Australia,4742.27274,1
Russia,2003,December,Tuesday,Afternoon,Urban,Street,Windy,198.8268292,4,98,18-25,Female,0.231187222,1,Moderate,0,0,Minor,18,3,28.1853414,5165.466233,Wet,Mechanical Failure,8,4321.186893,20842.65067,Europe,4825.724944,4
China,2023,November,Sunday,Afternoon,Urban,Street,Snowy,154.3240525,4,107,18-25,Male,0.058048178,1,Moderate,0,2,Minor,1,1,31.60236808,7174.215936,Wet,Speeding,3,27892.55311,1006.863518,South America,3755.523641,0
Australia,2003,October,Thursday,Morning,Urban,Highway,Clear,94.26963607,4,40,18-25,Male,0.026512844,1,Poor,0,1,Severe,2,1,27.42183805,4594.319485,Icy,Weather,9,15897.36016,41197.70108,Europe,2251.355569,0
Russia,2005,February,Sunday,Afternoon,Rural,Main Road,Windy,99.88144319,1,92,61+,Male,0.044918235,0,Good,0,0,Moderate,16,2,27.78675518,5477.582102,Dry,Mechanical Failure,5,37716.70581,97814.12957,Asia,2437.496813,2
Canada,2016,June,Tuesday,Night,Urban,Highway,Rainy,203.85881,1,98,18-25,Female,0.159684631,0,Good,2,0,Severe,17,3,17.58759661,3956.311321,Wet,Drunk Driving,4,40591.70775,23444.22175,Europe,2759.179212,2
Russia,2007,October,Wednesday,Evening,Rural,Street,Clear,255.4698391,2,89,41-60,Male,0.040863077,0,Poor,2,1,Severe,7,2,33.5255708,3792.130931,Snow-covered,Distracted Driving,7,11711.57936,30618.1066,South America,2984.916337,1
Germany,2002,March,Sunday,Morning,Urban,Main Road,Clear,334.9811998,3,110,18-25,Male,0.10690469,0,Good,2,1,Minor,3,2,36.08815976,8354.158978,Wet,Mechanical Failure,7,16414.28914,92021.21063,Australia,4050.881389,0
India,2015,February,Tuesday,Evening,Urban,Street,Rainy,485.6120069,2,51,<18,Female,0.16913589,1,Moderate,0,1,Minor,16,4,36.65449181,8457.800342,Wet,Speeding,4,29525.74583,42707.29715,Asia,3230.236512,3
USA,2005,May,Tuesday,Night,Urban,Street,Rainy,376.0550106,2,32,61+,Female,0.216957866,1,Good,1,0,Severe,1,3,56.10392639,5679.677828,Snow-covered,Mechanical Failure,1,36458.00792,79330.72781,Europe,4820.083643,0
Australia,2003,June,Wednesday,Evening,Urban,Highway,Snowy,463.1380392,2,106,26-40,Female,0.07174018,0,Moderate,0,1,Minor,1,4,17.66596395,4319.636391,Wet,Weather,4,4265.544126,55247.53383,North America,2302.67366,1
